year,state,state_fips,candidate,party,candidatevotes,totalvotes,vote_share,two_party_votes,two_party_vote_share
2012,Delaware,10,"ROMNEY, MITT",Republican,165484,413890,39.98260407354611,408068,40.55304508072184
2016,Delaware,10,"CLINTON, HILLARY",Democrat,235603,441590,53.353336805634186,420730,55.99862144368122
2016,Delaware,10,"TRUMP, DONALD J.",Republican,185127,441590,41.92282433931928,420730,44.00137855631878
2020,Delaware,10,"BIDEN, JOSEPH R. JR",Democrat,296268,504346,58.743005793641665,496871,59.62674416498447
2020,Delaware,10,"TRUMP, DONALD J.",Republican,200603,504346,39.77487677110555,496871,40.37325583501553
1964,District Of Columbia,11,Lyndon Johnson,Democrat,169796,198597,85.49776683434291,198597,85.49776683434291
1964,District Of Columbia,11,Barry Goldwater,Republican,28801,198597,14.502233165657085,198597,14.502233165657085
1968,District Of Columbia,11,Hubert Humphrey,Democrat,139566,170578,81.81946089179144,170578,81.81946089179144
1968,District Of Columbia,11,Richard Nixon,Republican,31012,170578,18.18053910820856,170578,18.18053910820856
1972,District Of Columbia,11,George McGovern,Democrat,127627,163421,78.09706218906994,162853,78.36944974916028
1972,District Of Columbia,11,Richard Nixon,Republican,35226,163421,21.55536926098849,162853,21.630550250839715
1976,District Of Columbia,11,"CARTER, JIMMY",Democrat,137818,168830,81.63122667772315,165691,83.17772238685264
1976,District Of Columbia,11,"FORD, GERALD",Republican,27873,168830,16.509506604276492,165691,16.822277613147364
1980,District Of Columbia,11,"CARTER, JIMMY",Democrat,130231,173889,74.89317898199425,153544,84.81673005783358
1980,District Of Columbia,11,"REAGAN, RONALD",Republican,23313,173889,13.4068284940393,153544,15.183269942166415
1984,District Of Columbia,11,"MONDALE, WALTER",Democrat,180408,211288,85.38487751315739,209417,86.14773394710076
1984,District Of Columbia,11,"REAGAN, RONALD",Republican,29009,211288,13.7296013024876,209417,13.85226605289924
1988,District Of Columbia,11,"DUKAKIS, MICHAEL",Democrat,159407,192877,82.6469719043743,186997,85.24575260565678
1988,District Of Columbia,11,"BUSH, GEORGE H.W.",Republican,27590,192877,14.30445309705149,186997,14.754247394343224
1992,District Of Columbia,11,"CLINTON, BILL",Democrat,192619,227572,84.64090485648498,213317,90.29706961939272
1992,District Of Columbia,11,"BUSH, GEORGE H.W.",Republican,20698,227572,9.095143515019425,213317,9.702930380607263
1996,District Of Columbia,11,"CLINTON, BILL",Democrat,158220,185726,85.19001109160807,175559,90.12354820886424
1996,District Of Columbia,11,"DOLE, ROBERT",Republican,17339,185726,9.335795742114728,175559,9.876451791135745
2000,District Of Columbia,11,"GORE, AL",Democrat,171923,201894,85.15508137933767,189996,90.48769447777848
2000,District Of Columbia,11,"BUSH, GEORGE W.",Republican,18073,201894,8.951727143946824,189996,9.51230552222152
2004,District Of Columbia,11,"KERRY, JOHN",Democrat,202970,227586,89.18386895503238,224226,90.52027864743609
2004,District Of Columbia,11,"BUSH, GEORGE W.",Republican,21256,227586,9.339766066454,224226,9.479721352563931
2008,District Of Columbia,11,"OBAMA, BARACK H.",Democrat,245800,265853,92.45710975614344,263167,93.40076833341568
2008,District Of Columbia,11,"MCCAIN, JOHN",Republican,17367,265853,6.5325574659680345,263167,6.599231666584336
2012,District Of Columbia,11,"OBAMA, BARACK H.",Democrat,267070,293764,90.91311392818726,288451,92.58764920211752
2012,District Of Columbia,11,"ROMNEY, MITT",Republican,21381,293764,7.278291417600523,288451,7.412350797882483
2016,District Of Columbia,11,"CLINTON, HILLARY",Democrat,282830,312575,90.48388386787173,295553,95.69518834185408
2016,District Of Columbia,11,"TRUMP, DONALD J.",Republican,12723,312575,4.070383108054067,295553,4.304811658145916
2020,District Of Columbia,11,"BIDEN, JOSEPH R. JR",Democrat,317323,344356,92.14969392140692,335909,94.46695384761944
2020,District Of Columbia,11,"TRUMP, DONALD J.",Republican,18586,344356,5.397321376714795,335909,5.533046152380556
1948,Florida,12,Harry Truman,Democrat,281988,577643,48.81700288932784,476268,59.207840963491144
1948,Florida,12,Thomas Dewey,Republican,194280,577643,33.63323021312472,476268,40.792159036508856
1952,Florida,12,Adlai Stevenson,Democrat,444950,989337,44.97456377351701,988986,44.99052564950363
1952,Florida,12,Dwight Eisenhower,Republican,544036,989337,54.98995792131498,988986,55.00947435049637
1956,Florida,12,Adlai Stevenson,Democrat,480371,1124220,42.72927007169415,1124220,42.72927007169415
1956,Florida,12,Dwight Eisenhower,Republican,643849,1124220,57.27072992830585,1124220,57.27072992830585
1960,Florida,12,John Kennedy,Democrat,748700,1544176,48.4854058086643,1544176,48.4854058086643
1960,Florida,12,Richard Nixon,Republican,795476,1544176,51.5145941913357,1544176,51.5145941913357
1964,Florida,12,Lyndon Johnson,Democrat,948540,1854481,51.14854236845781,1854481,51.14854236845781
1964,Florida,12,Barry Goldwater,Republican,905941,1854481,48.85145763154219,1854481,48.85145763154219
1968,Florida,12,Hubert Humphrey,Democrat,676794,2187805,30.934841085014433,1563598,43.28439918700331
1968,Florida,12,Richard Nixon,Republican,886804,2187805,40.533959836457086,1563598,56.71560081299669
1972,Florida,12,George McGovern,Democrat,718117,2583283,27.798619044061375,2575876,27.878554713037428
1972,Florida,12,Richard Nixon,Republican,1857759,2583283,71.91465278871885,2575876,72.12144528696257
1976,Florida,12,"CARTER, JIMMY",Democrat,1636000,3150631,51.92610623078361,3105531,52.6802018720792
1976,Florida,12,"FORD, GERALD",Republican,1469531,3150631,46.64243448375897,3105531,47.3197981279208
1980,Florida,12,"REAGAN, RONALD",Republican,2046951,3686927,55.51916270650327,3466426,59.05076294719691
1980,Florida,12,"CARTER, JIMMY",Democrat,1419475,3686927,38.50021983076964,3466426,40.94923705280309
1984,Florida,12,"REAGAN, RONALD",Republican,2730350,4180051,65.3185810412361,4179166,65.33241321354548
1984,Florida,12,"MONDALE, WALTER",Democrat,1448816,4180051,34.660246968278614,4179166,34.66758678645452
1988,Florida,12,"BUSH, GEORGE H.W.",Republican,2618885,4302313,60.871559089261986,4275586,61.252071645851586
1988,Florida,12,"DUKAKIS, MICHAEL",Democrat,1656701,4302313,38.50721693191546,4275586,38.747928354148414
1992,Florida,12,"BUSH, GEORGE H.W.",Republican,2173310,5313392,40.90249693604387,4245008,51.196841089580985
1992,Florida,12,"CLINTON, BILL",Democrat,2071698,5313392,38.99012156452978,4245008,48.803158910419015
1996,Florida,12,"CLINTON, BILL",Democrat,2546870,5303154,48.02557119781926,4791406,53.1549611951064
1996,Florida,12,"DOLE, ROBERT",Republican,2244536,5303154,42.324548749668594,4791406,46.8450388048936
2000,Florida,12,"BUSH, GEORGE W.",Republican,2912790,5963110,48.84682657204043,5825043,50.00460940803355
2000,Florida,12,"GORE, AL",Democrat,2912253,5963110,48.837821204036146,5825043,49.99539059196645
2004,Florida,12,"BUSH, GEORGE W.",Republican,3964522,7609810,52.09751623233694,7548066,52.52367957566879
2004,Florida,12,"KERRY, JOHN",Democrat,3583544,7609810,47.09111002771423,7548066,47.47632042433121
2008,Florida,12,"OBAMA, BARACK H.",Democrat,4282074,8390744,51.03330527066491,8327698,51.419660030899294
2008,Florida,12,"MCCAIN, JOHN",Republican,4045624,8390744,48.215319165976226,8327698,48.580339969100706
2012,Florida,12,"OBAMA, BARACK H.",Democrat,4237756,8474179,50.00786506869869,8401203,50.44225213936623
2012,Florida,12,"ROMNEY, MITT",Republican,4163447,8474179,49.13097776197552,8401203,49.55774786063377
2016,Florida,12,"TRUMP, DONALD J.",Republican,4617886,9420039,49.021941416590735,9122861,50.61883547277548
2016,Florida,12,"CLINTON, HILLARY",Democrat,4504975,9420039,47.82331580580505,9122861,49.38116452722452
2020,Florida,12,"BIDEN, JOSEPH R. JR",Democrat,5297045,11067456,47.86145072544223,10965776,48.305245337858445
2020,Florida,12,"TRUMP, DONALD J.",Republican,5668731,11067456,51.21981962250403,10965776,51.694754662141555
1948,Georgia,13,Harry Truman,Democrat,254646,418764,60.80895205891624,331337,76.85407907960777
1948,Georgia,13,Thomas Dewey,Republican,76691,418764,18.31365637924941,331337,23.14592092039223
1952,Georgia,13,Adlai Stevenson,Democrat,456823,655803,69.65857124776801,655802,69.65867746667439
1952,Georgia,13,Dwight Eisenhower,Republican,198979,655803,30.341276267415672,655802,30.34132253332561
1956,Georgia,13,Adlai Stevenson,Democrat,441094,663480,66.48188340266474,657746,67.06144925244699
1956,Georgia,13,Dwight Eisenhower,Republican,216652,663480,32.653885573039126,657746,32.93855074755301
1960,Georgia,13,John Kennedy,Democrat,458638,733349,62.5402093682544,733110,62.56059800030009
1960,Georgia,13,Richard Nixon,Republican,274472,733349,37.42720041890014,733110,37.43940199969991
1964,Georgia,13,Lyndon Johnson,Democrat,522557,1139336,45.865047712000674,1139141,45.872898965097384
1964,Georgia,13,Barry Goldwater,Republican,616584,1139336,54.11783705596944,1139141,54.127101034902616
1968,Georgia,13,Hubert Humphrey,Democrat,334440,1250266,26.749507704760425,714551,46.80421691383821
1968,Georgia,13,Richard Nixon,Republican,380111,1250266,30.402410367073887,714551,53.19578308616179
1972,Georgia,13,George McGovern,Democrat,289529,1174772,24.645548242552596,1171025,24.72440810401144
1972,Georgia,13,Richard Nixon,Republican,881496,1174772,75.035496249485,1171025,75.27559189598855
1976,Georgia,13,"CARTER, JIMMY",Democrat,979409,1463152,66.93829485931742,1463152,66.93829485931742
1976,Georgia,13,"FORD, GERALD",Republican,483743,1463152,33.061705140682584,1463152,33.061705140682584
1980,Georgia,13,"CARTER, JIMMY",Democrat,890955,1596805,55.79610534786652,1545123,57.66239969245167
1980,Georgia,13,"REAGAN, RONALD",Republican,654168,1596805,40.9673065903476,1545123,42.33760030754833
1984,Georgia,13,"REAGAN, RONALD",Republican,1068722,1776103,60.17229856601785,1775350,60.197820148139805
1984,Georgia,13,"MONDALE, WALTER",Democrat,706628,1776103,39.78530524412154,1775350,39.802179851860195
1988,Georgia,13,"BUSH, GEORGE H.W.",Republican,1081331,1809672,59.752872343717534,1796123,60.20361634476035
1988,Georgia,13,"DUKAKIS, MICHAEL",Democrat,714792,1809672,39.4984284444916,1796123,39.79638365523965
1992,Georgia,13,"CLINTON, BILL",Democrat,1008966,2321133,43.46868533599755,2004218,50.342128451096634
1992,Georgia,13,"BUSH, GEORGE H.W.",Republican,995252,2321133,42.87785318635339,2004218,49.657871548903366
1996,Georgia,13,"DOLE, ROBERT",Republican,1080843,2298899,47.015680114698384,2134692,50.63226919855417
1996,Georgia,13,"CLINTON, BILL",Democrat,1053849,2298899,45.84146584952188,2134692,49.36773080144583
2000,Georgia,13,"BUSH, GEORGE W.",Republican,1419720,2583208,54.95956965137921,2535950,55.98375362290266
2000,Georgia,13,"GORE, AL",Democrat,1116230,2583208,43.210999656241384,2535950,44.01624637709734
2004,Georgia,13,"BUSH, GEORGE W.",Republican,1914254,3301875,57.974756766988456,3280403,58.354232696409554
2004,Georgia,13,"KERRY, JOHN",Democrat,1366149,3301875,41.37494605337877,3280403,41.645767303590446
2008,Georgia,13,"MCCAIN, JOHN",Republican,2048759,3924486,52.20451799292952,3892882,52.62833551081179
2008,Georgia,13,"OBAMA, BARACK H.",Democrat,1844123,3924486,46.99017909606506,3892882,47.37166448918821
2012,Georgia,13,"ROMNEY, MITT",Republican,2078688,3897839,53.32924217752452,3852515,53.95664909805672
2012,Georgia,13,"OBAMA, BARACK H.",Democrat,1773827,3897839,45.50795966688209,3852515,46.04335090194328
2016,Georgia,13,"TRUMP, DONALD J.",Republican,2089104,4114732,50.771326054771,3967067,52.661172599303214
2016,Georgia,13,"CLINTON, HILLARY",Democrat,1877963,4114732,45.63998335736082,3967067,47.338827400696786
2020,Georgia,13,"BIDEN, JOSEPH R. JR",Democrat,2473633,4999960,49.473055784446274,4935487,50.11932966290865
2020,Georgia,13,"TRUMP, DONALD J.",Republican,2461854,4999960,49.2374738997912,4935487,49.88067033709135
1960,Hawaii,15,John Kennedy,Democrat,92410,184705,50.03113072196205,184705,50.03113072196205
1960,Hawaii,15,Richard Nixon,Republican,92295,184705,49.96886927803795,184705,49.96886927803795
1964,Hawaii,15,Lyndon Johnson,Democrat,163249,207271,78.76113879896367,207271,78.76113879896367
1964,Hawaii,15,Barry Goldwater,Republican,44022,207271,21.238861201036325,207271,21.238861201036325
1968,Hawaii,15,Hubert Humphrey,Democrat,141324,236218,59.827786197495534,232749,60.71948751659513
1968,Hawaii,15,Richard Nixon,Republican,91425,236218,38.7036550982567,232749,39.28051248340487
1972,Hawaii,15,George McGovern,Democrat,101409,270274,37.52081221279146,270274,37.52081221279146
1972,Hawaii,15,Richard Nixon,Republican,168865,270274,62.47918778720854,270274,62.47918778720854
1976,Hawaii,15,"CARTER, JIMMY",Democrat,147375,291301,50.591999340887945,287378,51.28263123829938
1976,Hawaii,15,"FORD, GERALD",Republican,140003,291301,48.061283689379714,287378,48.71736876170062
1980,Hawaii,15,"CARTER, JIMMY",Democrat,135879,303287,44.80211812573569,265991,51.084059235086904
1980,Hawaii,15,"REAGAN, RONALD",Republican,130112,303287,42.900618885741885,265991,48.915940764913096
1984,Hawaii,15,"REAGAN, RONALD",Republican,185050,335846,55.099658772175346,332204,55.703724217649395
1984,Hawaii,15,"MONDALE, WALTER",Democrat,147154,335846,43.81591562799616,332204,44.296275782350605
1988,Hawaii,15,"DUKAKIS, MICHAEL",Democrat,192364,354461,54.26944007944456,350989,54.80627598015892
1988,Hawaii,15,"BUSH, GEORGE H.W.",Republican,158625,354461,44.751044543687456,350989,45.19372401984108
1992,Hawaii,15,"CLINTON, BILL",Democrat,179310,372842,48.09275779016313,316132,56.719977730821306
1992,Hawaii,15,"BUSH, GEORGE H.W.",Republican,136822,372842,36.697045933666274,316132,43.280022269178694
1996,Hawaii,15,"CLINTON, BILL",Democrat,205012,360120,56.92880151060758,318955,64.27615180824881
1996,Hawaii,15,"DOLE, ROBERT",Republican,113943,360120,31.64028657114295,318955,35.72384819175119
2000,Hawaii,15,"GORE, AL",Democrat,205286,367951,55.79166791230354,343131,59.82729628042934
2000,Hawaii,15,"BUSH, GEORGE W.",Republican,137845,367951,37.46286869719066,343131,40.17270371957066
2004,Hawaii,15,"KERRY, JOHN",Democrat,231708,429013,54.009552158093115,425899,54.40444800293027
2004,Hawaii,15,"BUSH, GEORGE W.",Republican,194191,429013,45.26459571155186,425899,45.59555199706973
2008,Hawaii,15,"OBAMA, BARACK H.",Democrat,325871,456064,71.45291011787819,446437,72.99372587845542
2008,Hawaii,15,"MCCAIN, JOHN",Republican,120566,456064,26.436201936570303,446437,27.006274121544585
2012,Hawaii,15,"OBAMA, BARACK H.",Democrat,306658,437159,70.14793244563191,427673,71.70384850107442
2012,Hawaii,15,"ROMNEY, MITT",Republican,121015,437159,27.682147685395933,427673,28.296151498925585
2016,Hawaii,15,"CLINTON, HILLARY",Democrat,266891,437664,60.98079805512905,395738,67.44133745053546
2016,Hawaii,15,"TRUMP, DONALD J.",Republican,128847,437664,29.439707172625575,395738,32.55866254946454
2020,Hawaii,15,"BIDEN, JOSEPH R. JR",Democrat,366130,579784,63.14937976901743,562994,65.03266464651489
2020,Hawaii,15,"TRUMP, DONALD J.",Republican,196864,579784,33.954714169414814,562994,34.96733535348512
1948,Idaho,16,Harry Truman,Democrat,107370,214816,49.982310442425145,208884,51.401734934221864
1948,Idaho,16,Thomas Dewey,Republican,101514,214816,47.25625651720542,208884,48.598265065778136
1952,Idaho,16,Adlai Stevenson,Democrat,95081,276231,34.420828943891166,275788,34.47611933804227
1952,Idaho,16,Dwight Eisenhower,Republican,180707,276231,65.41879803497797,275788,65.52388066195773
1956,Idaho,16,Adlai Stevenson,Democrat,105868,272989,38.78104978588881,272847,38.801232925412414
1956,Idaho,16,Dwight Eisenhower,Republican,166979,272989,61.16693346618362,272847,61.198767074587586
